Unnamed: 0,Records,class_s,410,435,460,485,510,535,560,585,610,645,680,705,730,760,810,860,900,940,image_name,folder,"class"
0,rec_404,h,1183.12,1191.08,1740.2,1130.6,1473.71,1804.31,1271.13,1306.75,1293.79,536.71,793.58,1369.57,7824.14,10022.48,12191.66,12279.21,3273.22,1455.4,DJI_0404.jpg,tvisha_images,h
1,rec_365,h,846.54,978.6,1500.31,1080.56,1597.44,2425.41,1643.41,1589.15,2294.73,774.48,1344.59,1707.15,7466.97,7876.32,8064.73,7032.7,2256.71,979.8,DJI_0365.jpg,tvisha_images,h
2,rec_393,u,1191.62,1334.36,1935.11,1447.54,1858.29,2321.01,1621.82,1654.08,2221.51,741.98,1179.89,1792.49,9544.22,11094.33,11992.23,11773.31,3420.91,1471.1,DJI_0393.jpg,tvisha_images,u
3,rec_412,h,978.28,1021.49,1460.33,1036.08,1279.05,1557.68,1047.87,1204.07,1364.71,498.22,730.69,1195.97,7806.13,9830.11,10609.14,9513.39,3070.54,1309.2,DJI_0412.jpg,tvisha_images,h
4,rec_582,h,1452.55,1545.87,2274.96,1470.71,1930.01,2429.2,1633.94,1737.64,1783.39,644.48,1136.96,1940.99,11727.21,14538.95,16108.84,15646.34,4408.38,1818.1,DJI_0582.jpg,tvisha_images,h
5,rec_495,u,934.93,1227.15,1535.3,1731.12,2179.04,2477.61,2025.17,2090.0,3897.37,1224.81,2263.94,1782.87,6382.92,6444.19,7641.81,7196.89,1666.58,767.9,DJI_0495.jpg,tvisha_images,u
6,rec_553,h,1378.6,1393.82,2012.08,1467.01,1736.14,1973.77,1355.91,1529.25,1738.78,630.79,939.32,1579.98,9671.11,11783.91,13760.42,13514.01,3741.62,1520.2,DJI_0553.jpg,tvisha_images,h
7,rec_533,u,215.03,220.28,285.87,312.31,284.5,282.94,230.11,293.47,553.66,161.23,165.7,228.4,1131.05,1335.95,1563.61,1531.02,461.6,199.8,DJI_0533.jpg,tvisha_images,u
8,rec_523,u,1127.02,1257.36,1935.11,1497.59,2030.09,2646.32,1988.84,2176.08,3297.95,1166.65,1460.38,2328.35,9732.99,11491.29,12505.41,12599.83,3780.55,1509.1,DJI_0523.jpg,tvisha_images,u
9,rec_594,h,1527.34,1601.43,2273.96,1604.16,2009.6,2388.34,1705.55,1851.4,2044.21,739.42,1101.03,1914.64,12768.96,15025.56,16365.0,15522.08,4548.65,1974.5,DJI_0594.jpg,tvisha_images,h
10,rec_475,u,1632.74,2009.83,2931.66,2137.95,2789.8,3469.42,2271.08,2428.27,3262.49,1299.22,2608.33,2506.97,11056.72,12453.92,14069.02,12990.35,4257.6,2315.0,DJI_0475.jpg,tvisha_images,u
11,rec_445,u,1139.77,1485.44,2262.96,1967.44,2443.83,2936.07,2092.57,2033.62,3453.53,1119.6,2594.35,2486.9,6933.56,8168.12,9344.67,9764.12,2883.92,1241.7,DJI_0445.jpg,tvisha_images,u
12,rec_480,u,1648.03,1975.72,2840.7,2138.88,2688.14,3399.82,2298.46,2413.17,3389.47,1267.14,2131.18,2432.51,11608.15,13211.15,15043.8,13860.15,4479.44,2282.6,DJI_0480.jpg,tvisha_images,u
13,rec_400,u,877.14,1021.49,1434.34,1262.2,1480.8,1700.66,1191.09,1288.63,1927.52,660.3,1331.61,1296.36,5983.44,6934.06,7824.91,7242.38,2203.57,1000.2,DJI_0400.jpg,tvisha_images,u
14,rec_569,h,1488.25,1572.19,2301.95,1492.03,1920.55,2446.6,1621.82,1691.83,1711.32,668.0,1130.97,1908.78,11532.95,13925.18,15329.19,14842.0,4338.55,1842.1,DJI_0569.jpg,tvisha_images,h
15,rec_535,u,323.83,396.7,502.77,425.37,482.3,463.75,326.47,505.89,825.92,427.66,495.11,408.28,2065.5,2175.5,2252.14,2185.58,724.84,346.0,DJI_0535.jpg,tvisha_images,u
16,rec_382,h,1480.6,1609.23,2299.95,1810.82,2528.16,3441.42,2637.04,2614.52,3913.39,1259.45,1721.92,2605.7,11332.44,12598.19,14154.12,13774.72,3821.95,1510.0,DJI_0382.jpg,tvisha_images,h
17,rec_473,u,1748.33,2205.75,2996.63,2983.13,3257.13,3381.66,2520.15,2880.3,5228.91,1933.43,3033.57,2491.08,11104.5,12143.37,14051.83,12745.17,4161.2,2138.2,DJI_0473.jpg,tvisha_images,u
18,rec_424,u,935.78,1028.31,1588.27,988.82,1446.91,2050.93,1401.72,1399.88,2020.18,753.53,1148.94,1735.18,6997.0,8075.2,8516.88,8638.05,2722.64,1209.3,DJI_0424.jpg,tvisha_images,u
19,rec_397,u,1172.92,1511.76,2031.07,1992.46,2242.09,2628.16,1707.65,2223.4,4333.21,1536.57,2476.56,2120.45,8482.88,8644.14,8596.83,7761.6,2682.47,1304.6,DJI_0397.jpg,tvisha_images,u
20,rec_531,u,193.79,210.54,331.85,295.63,331.78,323.79,259.07,279.37,469.01,154.38,326.42,279.85,817.74,1113.43,1456.16,1557.64,434.41,173.9,DJI_0531.jpg,tvisha_images,u
21,rec_565,h,1231.56,1317.79,1926.12,1264.05,1651.81,1996.46,1357.49,1489.48,1616.38,626.94,1034.15,1612.19,9660.92,11537.75,12656.7,12675.28,3551.29,1504.4,DJI_0565.jpg,tvisha_images,h
22,rec_536,u,368.87,434.72,664.7,480.97,587.91,618.84,443.37,508.91,702.37,262.58,662.81,570.17,1695.01,2319.78,2909.73,3235.11,876.24,334.0,DJI_0536.jpg,tvisha_images,u
23,rec_550,h,1179.72,1215.45,1746.2,1256.64,1566.7,1769.51,1227.43,1337.46,1418.48,532.0,878.43,1421.86,8834.57,10609.35,12616.3,12191.56,3393.1,1436.9,DJI_0550.jpg,tvisha_images,h
24,rec_571,h,1321.66,1412.34,2096.04,1372.48,1681.76,1953.34,1252.17,1453.24,1593.5,611.55,1026.16,1519.75,10146.56,12244.44,12856.99,11880.92,3876.33,1672.8,DJI_0571.jpg,tvisha_images,h
25,rec_511,u,1131.27,1374.33,2097.04,1703.32,2261.0,2865.71,2054.14,2447.4,4034.65,1530.58,2651.25,2471.84,9512.89,10251.52,11033.78,10255.6,3353.55,1502.6,DJI_0511.jpg,tvisha_images,u
26,rec_421,h,578.81,1202.78,1712.22,1135.24,1523.36,1674.19,936.76,975.54,2494.91,843.34,1963.48,1146.61,3028.14,3118.57,3394.55,3188.51,947.92,412.6,DJI_0421.jpg,tvisha_images,h
